# P, Pc, E, M, R, EoS
4.660713111536107615e-12 9.800000000000000000e+01 5.286135272908280740e+02 1.737589561400755711e+00 1.288199999999829970e+01 ska
4.989970110655916799e-12 9.900000000000000000e+01 5.308840888194249601e+02 1.742515553737342238e+00 1.287599999999830302e+01 ska
5.249987099832766002e-12 1.000000000000000000e+02 5.331437109261439673e+02 1.747375642755512049e+00 1.286999999999830635e+01 ska
7.873526093986573900e-12 1.010000000000000000e+02 5.353925739255869303e+02 1.752171099416834688e+00 1.286399999999830968e+01 ska
3.340859389784918435e-12 1.020000000000000000e+02 5.376308534134426509e+02 1.756903160844421885e+00 1.285899999999831245e+01 ska
3.606875024849417617e-12 1.030000000000000000e+02 5.398587204348615387e+02 1.761573031766751507e+00 1.285299999999831577e+01 ska
3.931910298743766828e-12 1.040000000000000000e+02 5.420763416452529100e+02 1.766181885295784237e+00 1.284699999999831910e+01 ska
3.524504378265340177e-12 1.050000000000000000e+02 5.442838794639139905e+02 1.770730864074818944e+00 1.284099999999832242e+01 ska
4.126116232460801613e-12 1.060000000000000000e+02 5.464814922208744292e+02 1.775221081490578889e+00 1.283499999999832575e+01 ska
4.671869730890984238e-12 1.070000000000000000e+02 5.486693342973185281e+02 1.779653622376396127e+00 1.282899999999832907e+01 ska
7.692895246285272982e-12 1.080000000000000000e+02 5.508475562599221576e+02 1.784029544157742286e+00 1.282299999999833240e+01 ska
3.330302105582249828e-12 1.090000000000000000e+02 5.530163049894216556e+02 1.788349877641700614e+00 1.281799999999833517e+01 ska
1.054696926067976142e-11 1.100000000000000000e+02 5.551757238037140496e+02 1.792615627986149596e+00 1.281099999999833905e+01 ska
3.914351431822775313e-12 1.110000000000000000e+02 5.573259525757672463e+02 1.796827775317622500e+00 1.280599999999834182e+01 ska
4.694016225792089724e-12 1.120000000000000000e+02 5.594671278466041713e+02 1.800987275787191644e+00 1.279999999999834515e+01 ska
1.046432824292467297e-11 1.130000000000000000e+02 5.615993829336104000e+02 1.805095062163861508e+00 1.279399999999834847e+01 ska
1.044940642458261060e-11 1.140000000000000000e+02 5.637228480343941328e+02 1.809152044611860966e+00 1.278799999999835180e+01 ska
3.909570030368056324e-12 1.150000000000000000e+02 5.658376503264238409e+02 1.813159111484047958e+00 1.278299999999835457e+01 ska
7.323548080113526270e-12 1.160000000000000000e+02 5.679439140626454900e+02 1.817117129823074162e+00 1.277699999999835789e+01 ska
9.742237567175942651e-12 1.170000000000000000e+02 5.700417606632785237e+02 1.821026946122402235e+00 1.277099999999836122e+01 ska
1.198984094743832088e-11 1.180000000000000000e+02 5.721313088039714785e+02 1.824889387267889296e+00 1.276499999999836454e+01 ska
7.141318904639642605e-12 1.190000000000000000e+02 5.742126745004942450e+02 1.828705260328310267e+00 1.275999999999836731e+01 ska
9.876525853485467834e-12 1.200000000000000000e+02 5.762859711901272703e+02 1.832475353414570574e+00 1.275399999999837064e+01 ska
1.241100084245858791e-11 1.210000000000000000e+02 5.783513098099073204e+02 1.836200437082334824e+00 1.274799999999837397e+01 ska
7.607416927463470843e-12 1.220000000000000000e+02 5.804087988718709994e+02 1.839881264040756692e+00 1.274299999999837674e+01 ska
1.097674607607727210e-11 1.230000000000000000e+02 5.824585445354398416e+02 1.843518569876270385e+00 1.273699999999838006e+01 ska
4.481216689521061003e-12 1.240000000000000000e+02 5.845006506770741908e+02 1.847113073234119884e+00 1.273199999999838283e+01 ska
1.002949244567381723e-11 1.250000000000000000e+02 5.865352189573222859e+02 1.850665477634547251e+00 1.272599999999838616e+01 ska
1.315331587222726149e-11 1.260000000000000000e+02 5.885623488853791514e+02 1.854176469689660767e+00 1.271999999999838948e+01 ska
9.217604331827599561e-12 1.270000000000000000e+02 5.905821378812717057e+02 1.857646721280082680e+00 1.271499999999839225e+01 ska
1.242690815685272745e-11 1.280000000000000000e+02 5.925946813357699057e+02 1.861076889499160947e+00 1.270899999999839558e+01 ska
8.996685653909408269e-12 1.290000000000000000e+02 5.946000726681276092e+02 1.864467616987495413e+00 1.270399999999839835e+01 ska
1.265611431874667446e-11 1.300000000000000000e+02 5.965984033817455838e+02 1.867819532521155956e+00 1.269799999999840168e+01 ska
