# P, Pc, E, M, R, EoS
9.793712876522650809e-13 9.399999999999998579e+00 2.335331946948941493e+02 4.844856750854932836e-01 1.248499999999851973e+01 APR_1
8.588355573142175003e-13 9.499999999999998224e+00 2.343758788969937825e+02 4.879053501539634685e-01 1.247999999999852250e+01 APR_1
6.223008259867886616e-13 9.599999999999997868e+00 2.352127442080999629e+02 4.913086344597619726e-01 1.247499999999852527e+01 APR_1
9.691190850133667331e-13 9.699999999999997513e+00 2.360438910325241864e+02 4.946957120180219825e-01 1.246899999999852859e+01 APR_1
9.695092135506432991e-13 9.799999999999997158e+00 2.368694170303216708e+02 4.980667588508153609e-01 1.246399999999853137e+01 APR_1
7.825720432370405181e-13 9.899999999999998579e+00 2.376894172194426744e+02 5.014219549487856087e-01 1.245999999999853358e+01 APR_1
7.781363532563721437e-13 5.000000000000000000e+00 1.883915728423372968e+02 3.141318102545175295e-01 1.314599999999815338e+01 APR_1
9.346355781724717216e-13 6.000000000000000000e+00 2.004469747081177502e+02 3.568575295543601200e-01 1.287099999999830580e+01 APR_1
9.900418703488035650e-13 7.000000000000000000e+00 2.112408350651983255e+02 3.969471449395743923e-01 1.269899999999840112e+01 APR_1
8.988426802271712482e-13 8.000000000000000000e+00 2.210608438994141522e+02 4.347776848336828981e-01 1.258599999999846375e+01 APR_1
8.386128199120706305e-13 9.000000000000000000e+00 2.301021586825864063e+02 4.706393106094546308e-01 1.250899999999850642e+01 APR_1
8.554132574729477099e-13 1.000000000000000000e+01 2.385039840730911749e+02 5.047614736867118701e-01 1.245499999999853635e+01 APR_1
8.135804672651449862e-13 1.100000000000000000e+01 2.463695175738813248e+02 5.373298164754440887e-01 1.241699999999855741e+01 APR_1
5.750701083538830505e-13 1.200000000000000000e+01 2.537776387940043605e+02 5.684974428685733994e-01 1.238999999999857238e+01 APR_1
7.176571842369614927e-13 1.300000000000000000e+01 2.607901575308727615e+02 5.983926645257978683e-01 1.236999999999858346e+01 APR_1
5.819553213142228413e-13 1.400000000000000000e+01 2.674565168176431484e+02 6.271244961971386145e-01 1.235599999999859122e+01 APR_1
4.902128231519454310e-13 1.500000000000000000e+01 2.738169608372591028e+02 6.547866427505613096e-01 1.234599999999859676e+01 APR_1
6.487303742241569080e-13 1.600000000000000000e+01 2.799047367466870924e+02 6.814604648496275230e-01 1.233899999999860064e+01 APR_1
9.893065719405264899e-13 1.700000000000000000e+01 2.857476664135191982e+02 7.072172400974992001e-01 1.233399999999860341e+01 APR_1
9.716805770651703833e-13 1.800000000000000000e+01 2.913692944728617249e+02 7.321198779022904946e-01 1.233099999999860508e+01 APR_1
6.903262457915731339e-13 1.900000000000000000e+01 2.967897438778982178e+02 7.562243036710279975e-01 1.232999999999860563e+01 APR_1
6.587719444168350438e-13 2.000000000000000000e+01 3.020263647953260033e+02 7.795805220266718294e-01 1.232999999999860563e+01 APR_1
6.892200884397674625e-13 2.100000000000000000e+01 3.070942345016624699e+02 8.022334995617170783e-01 1.232999999999860563e+01 APR_1
3.543695091350693093e-13 2.200000000000000000e+01 3.120065478934032512e+02 8.242238604599328999e-01 1.233099999999860508e+01 APR_1
3.596205538413904149e-13 2.300000000000000000e+01 3.167749263851536057e+02 8.455884873219567943e-01 1.233199999999860452e+01 APR_1
3.220993880121743527e-13 2.400000000000000000e+01 3.214096650264723962e+02 8.663609845053591441e-01 1.233399999999860341e+01 APR_1
6.073249020535908626e-13 2.500000000000000000e+01 3.259199322305832993e+02 8.865720809848850470e-01 1.233499999999860286e+01 APR_1
6.422690665004271077e-13 2.600000000000000000e+01 3.303139327178494682e+02 9.062500042132849432e-01 1.233699999999860175e+01 APR_1
5.845247230568603685e-13 2.700000000000000000e+01 3.345990415911454647e+02 9.254207211212358564e-01 1.233899999999860064e+01 APR_1
5.504290335447958729e-13 2.800000000000000000e+01 3.387819155284044541e+02 9.441082133069678139e-01 1.234099999999859953e+01 APR_1
5.839933559277549270e-13 2.900000000000000000e+01 3.428685856688426838e+02 9.623346933096897926e-01 1.234299999999859843e+01 APR_1
1.297122548548996048e-12 3.000000000000000000e+01 3.468645357289922231e+02 9.801207674746397203e-01 1.234499999999859732e+01 APR_1
1.280775907103553841e-12 3.100000000000000000e+01 3.507747681073720969e+02 9.974856102732484464e-01 1.234699999999859621e+01 APR_1
1.160952380019505202e-12 3.200000000000000000e+01 3.546038601495898774e+02 1.014447099079675674e+00 1.234899999999859510e+01 APR_1
1.004201189850442173e-12 3.300000000000000000e+01 3.583560122978585127e+02 1.031021929493629585e+00 1.235099999999859399e+01 APR_1
