# P, Pc, E, M, R, EoS
4.509566061340944355e-13 2.400000000000000000e+01 2.592152785605271106e+02 1.047684682225117347e+00 1.403599999999766013e+01 PS
9.787266053185797574e-13 2.500000000000000000e+01 2.611095412718005377e+02 1.080356128063097998e+00 1.403599999999766013e+01 PS
9.739574282368917800e-13 2.600000000000000000e+01 2.630019232427246152e+02 1.112426671889847452e+00 1.403899999999765846e+01 PS
5.344052199624525121e-13 2.700000000000000000e+01 2.648929255025071257e+02 1.143884884003299574e+00 1.404499999999765514e+01 PS
5.868673756823644324e-13 2.800000000000000000e+01 2.667828834184006155e+02 1.174723965071178933e+00 1.405199999999765126e+01 PS
5.472493276762141599e-13 2.900000000000000000e+01 2.686720214784520522e+02 1.204940955671292002e+00 1.406099999999764627e+01 PS
1.217615009853936426e-12 3.000000000000000000e+01 2.705604899581497875e+02 1.234535963784526791e+00 1.407099999999764073e+01 PS
1.178115600359704131e-12 3.100000000000000000e+01 2.724483894617712849e+02 1.263511683066611102e+00 1.408199999999763463e+01 PS
9.099719587254653392e-13 3.200000000000000000e+01 2.743357873481539286e+02 1.291872828400295159e+00 1.409299999999762854e+01 PS
9.685196068820855130e-13 3.300000000000000000e+01 2.762227287246241190e+02 1.319625819367444164e+00 1.410499999999762188e+01 PS
1.630977207740035199e-12 3.400000000000000000e+01 2.781092438053485694e+02 1.346778285067893988e+00 1.411799999999761468e+01 PS
6.529547430997640152e-13 3.500000000000000000e+01 2.799953528363454325e+02 1.373339284416830619e+00 1.412999999999760803e+01 PS
1.847083823603356859e-12 3.600000000000000000e+01 2.818810693918529751e+02 1.399318353725819364e+00 1.414299999999760082e+01 PS
1.219906295685116423e-12 3.700000000000000000e+01 2.837664025806095651e+02 1.424725807414273016e+00 1.415599999999759362e+01 PS
9.791151688333212914e-13 3.800000000000000000e+01 2.856513585225509360e+02 1.449572458425375521e+00 1.416799999999758697e+01 PS
1.394234600267337501e-12 3.900000000000000000e+01 2.875359413371696746e+02 1.473869472846605300e+00 1.418099999999757976e+01 PS
2.486178141212169646e-12 4.000000000000000000e+01 2.894201538050384102e+02 1.497628282237403186e+00 1.419299999999757311e+01 PS
8.116220513177605130e-13 4.100000000000000000e+01 2.913039978105713317e+02 1.520860451558143867e+00 1.420499999999756646e+01 PS
2.732349109551185992e-12 4.200000000000000000e+01 2.931874746383740558e+02 1.543577651066206924e+00 1.421699999999755981e+01 PS
2.333870807170676953e-12 4.300000000000000000e+01 2.950705851715861172e+02 1.565791564993986640e+00 1.422899999999755316e+01 PS
1.638114892689701849e-12 4.400000000000000000e+01 2.969533300246382055e+02 1.587513843349662501e+00 1.424099999999754651e+01 PS
1.741725067164745385e-12 4.500000000000000000e+01 2.988357096321088306e+02 1.608756060182608749e+00 1.425199999999754041e+01 PS
1.520370572970937915e-12 4.600000000000000000e+01 3.007177243081912366e+02 1.629529677910098506e+00 1.426299999999753432e+01 PS
2.135604617471874635e-12 4.700000000000000000e+01 3.025993742865027798e+02 1.649846016034911322e+00 1.427299999999752877e+01 PS
2.179299684281310621e-12 4.800000000000000000e+01 3.044806597467253937e+02 1.669716228815204317e+00 1.428299999999752323e+01 PS
1.923064201488595612e-12 4.900000000000000000e+01 3.063615808324371415e+02 1.689151290786681470e+00 1.429299999999751769e+01 PS
1.348169136494211390e-12 5.000000000000000000e+01 3.082421376630428540e+02 1.708161972365235259e+00 1.430299999999751215e+01 PS
1.372305541716933325e-12 5.100000000000000000e+01 3.101223303417687021e+02 1.726758838868757362e+00 1.431199999999750716e+01 PS
4.068228275726357613e-12 5.200000000000000000e+01 3.120021589610074670e+02 1.744952225352599084e+00 1.431999999999750273e+01 PS
1.630029794949289260e-12 5.300000000000000000e+01 3.138816236058919458e+02 1.762752251557515359e+00 1.432899999999749774e+01 PS
1.735490557593200181e-12 5.400000000000000000e+01 3.157607243566951638e+02 1.780168803661506427e+00 1.433699999999749330e+01 PS
1.444736054836076214e-12 5.500000000000000000e+01 3.176394612904335872e+02 1.797211529485314596e+00 1.434499999999748887e+01 PS
3.484991970322002028e-12 5.600000000000000000e+01 3.195178344819346989e+02 1.813889858411958267e+00 1.435199999999748499e+01 PS
4.890929375940268162e-12 5.700000000000000000e+01 3.213958440045637417e+02 1.830212969898431297e+00 1.435899999999748111e+01 PS
3.431445676596688210e-12 5.800000000000000000e+01 3.232734899306946090e+02 1.846189815456199090e+00 1.436599999999747723e+01 PS
4.768021008421828623e-12 5.900000000000000000e+01 3.251507723320391392e+02 1.861829115239252319e+00 1.437199999999747391e+01 PS
5.269659591429991786e-12 6.000000000000000000e+01 3.270276912798603917e+02 1.877139360372787724e+00 1.437799999999747058e+01 PS
5.013954923745747079e-12 6.100000000000000000e+01 3.289042468451121408e+02 1.892128813613608740e+00 1.438399999999746726e+01 PS
4.844704146370227386e-12 6.200000000000000000e+01 3.307804390985455143e+02 1.906805529148405842e+00 1.438999999999746393e+01 PS
4.889721390824818427e-12 6.300000000000000000e+01 3.326562681107612889e+02 1.921177318054456018e+00 1.439499999999746116e+01 PS
5.068492750463955343e-12 6.400000000000000000e+01 3.345317339522628686e+02 1.935251796891541254e+00 1.439999999999745839e+01 PS
