# P, Pc, E, M, R, EoS
9.326130280943967737e-13 5.199999999999999289e+00 1.873495838885439468e+02 3.290350828681529172e-01 1.303299999999821601e+01 HHJ_2
9.148707247899116066e-13 5.299999999999998934e+00 1.885421609242866623e+02 3.336016518052172808e-01 1.300499999999823153e+01 HHJ_2
8.294772628973559282e-13 5.399999999999998579e+00 1.897206965852278699e+02 3.381369588673433513e-01 1.297899999999824594e+01 HHJ_2
9.136063382594621548e-13 5.499999999999999112e+00 1.908856260549812305e+02 3.426415003241337631e-01 1.295399999999825980e+01 HHJ_2
9.266553170074728885e-13 5.599999999999998757e+00 1.920373633985048514e+02 3.471157608238395476e-01 1.292999999999827310e+01 HHJ_2
8.255777559828638987e-13 5.699999999999999289e+00 1.931763029438577632e+02 3.515602094538986533e-01 1.290799999999828529e+01 HHJ_2
7.497742688794592038e-13 5.799999999999998934e+00 1.943028205510173336e+02 3.559753112762779614e-01 1.288699999999829693e+01 HHJ_2
9.488116697968920083e-13 5.899999999999998579e+00 1.954172747787664548e+02 3.603615063151829334e-01 1.286599999999830857e+01 HHJ_2
8.772260122449327285e-13 5.999999999999999112e+00 1.965200079594208660e+02 3.647192314655181566e-01 1.284699999999831910e+01 HHJ_2
7.990346699512171536e-13 6.099999999999998757e+00 1.976113471900817160e+02 3.690489155271549637e-01 1.282899999999832907e+01 HHJ_2
9.900488407249033082e-13 6.199999999999998401e+00 1.986916052481531096e+02 3.733509649732970059e-01 1.281099999999833905e+01 HHJ_2
7.386745832955860913e-13 6.299999999999998934e+00 1.997610814380338979e+02 3.776257827018561497e-01 1.279499999999834792e+01 HHJ_2
8.661275046303935280e-13 6.399999999999998579e+00 2.008200623751622231e+02 3.818737697011793664e-01 1.277899999999835678e+01 HHJ_2
8.247739230840796330e-13 6.499999999999998224e+00 2.018688227129516690e+02 3.860953009369918476e-01 1.276399999999836510e+01 HHJ_2
7.432362832505278757e-13 6.599999999999998757e+00 2.029076258175880412e+02 3.902907522968018239e-01 1.274999999999837286e+01 HHJ_2
7.588709021253405096e-13 6.699999999999998401e+00 2.039367243951572561e+02 3.944604881195571955e-01 1.273599999999838062e+01 HHJ_2
7.221771338432250724e-13 6.799999999999998934e+00 2.049563610751294789e+02 3.986048643170927996e-01 1.272299999999838782e+01 HHJ_2
9.162007246139284823e-13 6.899999999999998579e+00 2.059667689538313482e+02 4.027242276039209035e-01 1.270999999999839503e+01 HHJ_2
9.018764779313138993e-13 6.999999999999998224e+00 2.069681721011881166e+02 4.068189153957760262e-01 1.269799999999840168e+01 HHJ_2
8.069786882181625197e-13 7.099999999999998757e+00 2.079607860337044372e+02 4.108892607888758874e-01 1.268699999999840777e+01 HHJ_2
7.999293405940319496e-13 7.199999999999998401e+00 2.089448181563757885e+02 4.149355859775366029e-01 1.267599999999841387e+01 HHJ_2
7.057851690787328064e-13 7.299999999999998934e+00 2.099204681759725588e+02 4.189582066378548242e-01 1.266599999999841941e+01 HHJ_2
6.874044229751412353e-13 7.399999999999998579e+00 2.108879284879162981e+02 4.229574307602271821e-01 1.265599999999842495e+01 HHJ_2
8.878449013123836186e-13 7.499999999999998224e+00 2.118473845387684946e+02 4.269335599789418900e-01 1.264599999999843050e+01 HHJ_2
8.407406957481359597e-13 7.599999999999998757e+00 2.127990151661725804e+02 4.308868896919987312e-01 1.263699999999843548e+01 HHJ_2
8.652219940606165817e-13 7.699999999999998401e+00 2.137429929179285466e+02 4.348177074734941305e-01 1.262799999999844047e+01 HHJ_2
7.748706919576893489e-13 7.799999999999998046e+00 2.146794843517344020e+02 4.387262949151195524e-01 1.261999999999844491e+01 HHJ_2
7.489229010044550119e-13 7.899999999999998579e+00 2.156086503169980801e+02 4.426129279075758371e-01 1.261199999999844934e+01 HHJ_2
7.858904705546679442e-13 7.999999999999998224e+00 2.165306462200046269e+02 4.464778755627809015e-01 1.260399999999845377e+01 HHJ_2
7.001917988056538835e-13 8.099999999999997868e+00 2.174456222736167490e+02 4.503214027080867932e-01 1.259699999999845765e+01 HHJ_2
6.698927880897328033e-13 8.199999999999999289e+00 2.183537237325902822e+02 4.541437676635544651e-01 1.258999999999846153e+01 HHJ_2
8.456105455957042763e-13 8.299999999999997158e+00 2.192550911154973790e+02 4.579452225247920838e-01 1.258299999999846541e+01 HHJ_2
