# P, Pc, E, M, R, EoS
8.282376898653918168e-13 5.299999999999998934e+00 1.875348456408696620e+02 3.512328682850295314e-01 1.341599999999800374e+01 BL_1
7.648220712301037119e-13 5.399999999999998579e+00 1.888168794758122715e+02 3.555952024653439292e-01 1.338799999999801926e+01 BL_1
9.919464566041005541e-13 5.499999999999999112e+00 1.900843092245612240e+02 3.599235111278759613e-01 1.335999999999803478e+01 BL_1
7.448367502508838463e-13 5.599999999999998757e+00 1.913375693160973867e+02 3.642184449746074804e-01 1.333499999999804864e+01 BL_1
8.832391926738557136e-13 5.699999999999999289e+00 1.925770737730580606e+02 3.684806376059687194e-01 1.330999999999806249e+01 BL_1
7.817497273221355093e-13 5.799999999999998934e+00 1.938032175096064122e+02 3.727106957701847301e-01 1.328699999999807524e+01 BL_1
9.451484203608285861e-13 5.899999999999998579e+00 1.950163775259107695e+02 3.769092115586786251e-01 1.326399999999808799e+01 BL_1
9.862730134209229550e-13 5.999999999999999112e+00 1.962169140090753388e+02 3.810767574842950367e-01 1.324199999999810018e+01 BL_1
8.537685246796796220e-13 6.099999999999998757e+00 1.974051713492775093e+02 3.852138839204825027e-01 1.322199999999811126e+01 BL_1
8.527124638098482916e-13 6.199999999999998401e+00 1.985814790789205517e+02 3.893211294501645048e-01 1.320199999999812235e+01 BL_1
8.247224425715499922e-13 6.299999999999998934e+00 1.997461527417750347e+02 3.933990103576319730e-01 1.318299999999813288e+01 BL_1
7.591509588345289522e-13 6.399999999999998579e+00 2.008994946983523846e+02 3.974480393463841188e-01 1.316499999999814285e+01 BL_1
9.348016290837318609e-13 6.499999999999998224e+00 2.020417948731079889e+02 4.014686979120761223e-01 1.314699999999815283e+01 BL_1
9.311424337378991716e-13 6.599999999999998757e+00 2.031733314485012443e+02 4.054614633102664456e-01 1.312999999999816225e+01 BL_1
8.685647968373805781e-13 6.699999999999998401e+00 2.042943715104374576e+02 4.094267959863557849e-01 1.311399999999817112e+01 BL_1
7.471539435056846095e-13 6.799999999999998934e+00 2.054051716491685795e+02 4.133651448862307176e-01 1.309899999999817943e+01 BL_1
7.176604544222061568e-13 6.899999999999998579e+00 2.065059785193337234e+02 4.172769438004062525e-01 1.308399999999818775e+01 BL_1
9.122523695350481495e-13 6.999999999999998224e+00 2.075970293624671399e+02 4.211626142672275086e-01 1.306899999999819606e+01 BL_1
8.949927578202453598e-13 7.099999999999998757e+00 2.086785524949875708e+02 4.250225706274532445e-01 1.305499999999820382e+01 BL_1
7.946628854475836711e-13 7.199999999999998401e+00 2.097507677644009050e+02 4.288572109872157978e-01 1.304199999999821102e+01 BL_1
7.733990030639314590e-13 7.299999999999998934e+00 2.108138869761979777e+02 4.326669244276377668e-01 1.302899999999821823e+01 BL_1
8.294668803985598479e-13 7.399999999999998579e+00 2.118681142937041670e+02 4.364520897013016154e-01 1.301599999999822543e+01 BL_1
7.885301977789986365e-13 7.499999999999998224e+00 2.129136466129349117e+02 4.402130754298777537e-01 1.300399999999823208e+01 BL_1
9.740736048037550443e-13 7.599999999999998757e+00 2.139506739143314746e+02 4.439502411614699162e-01 1.299199999999823874e+01 BL_1
8.939270898006477205e-13 7.699999999999998401e+00 2.149793795930863496e+02 4.476639363423982609e-01 1.298099999999824483e+01 BL_1
8.861486822041946011e-13 7.799999999999998046e+00 2.159999407696224125e+02 4.513545023615821994e-01 1.296999999999825093e+01 BL_1
9.469844932057277170e-13 7.899999999999998579e+00 2.170125285816556868e+02 4.550222703203590235e-01 1.295899999999825702e+01 BL_1
8.823578608050736706e-13 7.999999999999998224e+00 2.180173084591533552e+02 4.586675655653212891e-01 1.294899999999826257e+01 BL_1
7.010867676839293309e-13 8.099999999999997868e+00 2.190144403833881768e+02 4.622907031547789369e-01 1.293999999999826755e+01 BL_1
7.525630626632754030e-13 8.199999999999999289e+00 2.200040791311951409e+02 4.658919921999661318e-01 1.292999999999827310e+01 BL_1
6.826480069353956602e-13 8.299999999999997158e+00 2.209863745054428534e+02 4.694717331883988543e-01 1.292099999999827808e+01 BL_1
6.647286430337083007e-13 8.399999999999998579e+00 2.219614715526562350e+02 4.730302200730270856e-01 1.291199999999828307e+01 BL_1
6.936145076210723492e-13 8.499999999999998224e+00 2.229295107686486972e+02 4.765677396999662974e-01 1.290299999999828806e+01 BL_1
9.388889748301317817e-13 8.599999999999997868e+00 2.238906282929588087e+02 4.800845725714533718e-01 1.289399999999829305e+01 BL_1
8.779867297135214121e-13 8.699999999999997513e+00 2.248449560928222013e+02 4.835809911117032733e-01 1.288599999999829748e+01 BL_1
8.670105931956543887e-13 8.799999999999998934e+00 2.257926221373570286e+02 4.870572638158512380e-01 1.287799999999830192e+01 BL_1
9.069504221946710047e-13 8.899999999999998579e+00 2.267337505625867209e+02 4.905136551075247597e-01 1.286999999999830635e+01 BL_1
7.842554543549935724e-13 8.999999999999998224e+00 2.276684618278805203e+02 4.939504154841546368e-01 1.286299999999831023e+01 BL_1
7.110896969713259285e-13 9.099999999999997868e+00 2.285968728643475174e+02 4.973677971566342615e-01 1.285599999999831411e+01 BL_1
6.793456459621707920e-13 9.199999999999997513e+00 2.295190972156820806e+02 5.007660429861613416e-01 1.284899999999831799e+01 BL_1
6.844429734758237560e-13 9.299999999999997158e+00 2.304352451719221619e+02 5.041453953463533866e-01 1.284199999999832187e+01 BL_1
7.270050412141020519e-13 9.399999999999998579e+00 2.313454238965486240e+02 5.075060850896417897e-01 1.283499999999832575e+01 BL_1
9.936857338527812914e-13 9.499999999999998224e+00 2.322497375473252532e+02 5.108483422496490345e-01 1.282799999999832963e+01 BL_1
9.018483586025467971e-13 9.599999999999997868e+00 2.331482873912493687e+02 5.141723904547048640e-01 1.282199999999833295e+01 BL_1
8.485881244825718193e-13 9.699999999999997513e+00 2.340411719139584648e+02 5.174784471872159175e-01 1.281599999999833628e+01 BL_1
8.353528907229304524e-13 9.799999999999997158e+00 2.349284869239145053e+02 5.207667318714295224e-01 1.280999999999833960e+01 BL_1
8.552442819266199546e-13 9.899999999999998579e+00 2.358103256516658064e+02 5.240374551380930779e-01 1.280399999999834293e+01 BL_1
8.749996003124024277e-13 5.000000000000000000e+00 1.835964386717358252e+02 3.379348374737742855e-01 1.350899999999795220e+01 BL_1
9.862730134253230065e-13 6.000000000000000000e+00 1.962169140090753388e+02 3.810767574842956473e-01 1.324199999999810018e+01 BL_1
9.122523695350481495e-13 7.000000000000000000e+00 2.075970293624671683e+02 4.211626142672275086e-01 1.306899999999819606e+01 BL_1
8.823578608050736706e-13 8.000000000000000000e+00 2.180173084591533552e+02 4.586675655653212891e-01 1.294899999999826257e+01 BL_1
7.842554543549935724e-13 9.000000000000000000e+00 2.276684618278805203e+02 4.939504154841546368e-01 1.286299999999831023e+01 BL_1
9.126442887066639437e-13 1.000000000000000000e+01 2.366867788444658629e+02 5.272908193803422794e-01 1.279799999999834625e+01 BL_1
8.429141351243165360e-13 1.100000000000000000e+01 2.451734641631298359e+02 5.589123654452742285e-01 1.274899999999837341e+01 BL_1
7.393203713930221294e-13 1.200000000000000000e+01 2.532059896132822132e+02 5.889975808103191657e-01 1.270999999999839503e+01 BL_1
7.820618878767983192e-13 1.300000000000000000e+01 2.608451439571794026e+02 6.176980655613208970e-01 1.267899999999841221e+01 BL_1
5.506546699691816769e-13 1.400000000000000000e+01 2.681396136091680091e+02 6.451415784339907811e-01 1.265399999999842606e+01 BL_1
9.105304629254140040e-13 1.500000000000000000e+01 2.751290720544329815e+02 6.714371198931382567e-01 1.263199999999843826e+01 BL_1
8.488303544964318624e-13 1.600000000000000000e+01 2.818463296092726296e+02 6.966786791363082099e-01 1.261399999999844823e+01 BL_1
6.446595894207781732e-13 1.700000000000000000e+01 2.883188696397454009e+02 7.209480658460619695e-01 1.259899999999845654e+01 BL_1
4.515047821536629903e-13 1.800000000000000000e+01 2.945699717947158547e+02 7.443170503740308419e-01 1.258599999999846375e+01 BL_1
7.061745117853521892e-13 1.900000000000000000e+01 3.006195498379658488e+02 7.668490665010521123e-01 1.257399999999847040e+01 BL_1
8.079747915712716776e-13 2.000000000000000000e+01 3.064847876613102358e+02 7.886005207208625079e-01 1.256299999999847650e+01 BL_1
7.414374617660777093e-13 2.100000000000000000e+01 3.121806296607992977e+02 8.096218742626416498e-01 1.255399999999848148e+01 BL_1
7.977194708157901322e-13 2.200000000000000000e+01 3.177201641087157782e+02 8.299584870804311842e-01 1.254499999999848647e+01 BL_1
